,Snapshot Month,Customer ID,Customer Age,Gender,Education_Level,Marital Status,Income Category,Month on Book,Credit_Limit,Revolving_Bal,Utilization,external_bank_credit_card_max_util_greater_than_90,external_bank_credit_card_max_util_greater_than_50,FICO,Total_Debt,Debt_to_Income_Ratio,Credit_Inquiries,Delinquency,Monthly_Interest_Revenue,Late_Fee_Revenue,Annual_Fee,ECL,ECL MoM Charge
10,2014-10-31,768805383,46.0,M,High School,Married,$60K - $80K,51.0,12700.0,1999.1431503617491,0.14692214956384592,0.0,0.0,535.0,180684.84838271013,1.0,6.0,0.0,37.89975584455804,0,0,99.95715751808746,-29.88117478420469
11,2014-11-30,768805383,46.0,M,High School,Married,$60K - $80K,52.0,12700.0,3093.944221635484,0.1983496324435098,1.0,1.0,682.0,246561.02095651595,1.0,2.0,1.0,58.654994553765505,30,0,1237.5776886541937,1137.6205311361064
12,2014-12-31,768805383,46.0,M,High School,Married,$60K - $80K,53.0,12700.0,2057.3238524854405,0.14269536057205187,0.0,1.0,693.0,119882.03305347508,1.0,3.0,0.0,39.00274559541898,0,0,102.86619262427203,-1134.7114960299216
13,2015-01-31,768805383,47.0,M,High School,Married,$60K - $80K,54.0,12700.0,1150.255860113184,0.08569068591192164,0.0,0.0,768.0,325422.1925964969,1.0,0.0,0.0,21.806550596025744,0,0,57.512793005659205,-45.353399618612826
14,2015-02-28,768805383,47.0,M,High School,Married,$60K - $80K,55.0,12700.0,3330.4634886091394,0.21137002839669713,1.0,3.0,400.0,56432.39885818617,0.7641503700413425,3.0,0.0,63.13892681705206,0,0,166.52317443045698,109.01038142479777
15,2015-03-31,768805383,47.0,M,High School,Married,$60K - $80K,56.0,12700.0,3229.1846528485908,0.24987343180261284,4.0,4.0,647.0,81869.34713117593,1.0,2.0,0.0,61.218882648703584,0,0,161.45923264242955,-5.063941788027421
16,2015-04-30,768805383,47.0,M,High School,Married,$60K - $80K,57.0,12700.0,1370.2262694647507,0.08768426855117663,1.0,3.0,615.0,192755.03439342717,1.0,3.0,0.0,25.97674961651274,0,0,68.51131347323754,-92.94791916919202
17,2015-05-31,768805383,47.0,M,High School,Married,$60K - $80K,58.0,12700.0,1724.5162178502492,0.12130084464445365,1.0,1.0,,171644.6522057872,1.0,2.0,0.0,32.69337845800502,0,0,86.22581089251247,17.714497419274934
18,2015-06-30,768805383,47.0,M,High School,Married,$60K - $80K,59.0,12700.0,3770.2089939576367,0.2810374571552624,2.0,2.0,630.0,80637.07042761211,1.0,1.0,0.0,71.47562210744887,0,0,188.51044969788185,102.28463880536938
19,2015-07-31,768805383,47.0,M,High School,Married,$60K - $80K,60.0,12700.0,3494.29742402135,0.23453536409170334,0.0,1.0,647.0,205598.8856468046,1.0,5.0,0.0,66.24489056459674,0,100,174.7148712010675,-13.795578496814358
20,2015-08-31,768805383,47.0,M,High School,Married,$60K - $80K,61.0,12170.991258713531,4266.224943563893,0.2957482036007817,0.0,2.0,558.0,149764.59929553108,1.0,4.0,0.0,80.87909248008428,0,0,213.31124717819466,38.59637597712717
21,2015-09-30,768805383,47.0,M,High School,Married,$60K - $80K,62.0,12003.078476736448,4411.704790853895,0.3388960500678279,2.0,2.0,512.0,237173.21212401928,1.0,5.0,0.0,83.63709942500815,0,0,220.58523954269478,7.273992364500117
22,2015-10-31,768805383,47.0,M,High School,Married,$60K - $80K,63.0,12700.0,485.99248248038106,0.034364143701337016,1.0,2.0,737.0,124577.69607005318,1.0,2.0,0.0,9.213445482863063,0,0,24.299624124019054,-196.28561541867572
23,2015-11-30,768805383,47.0,M,High School,Married,$60K - $80K,64.0,12700.0,2165.7882859940323,0.1661296796735766,2.0,4.0,704.0,262235.0412735591,1.0,0.0,0.0,41.05901432587486,0,0,108.28941429970162,83.98979017568257
24,2015-12-31,768805383,47.0,M,High School,Married,$60K - $80K,65.0,12700.0,2860.347167373058,0.1833311625416643,2.0,2.0,,252834.31304319238,1.0,3.0,0.0,54.226461599058425,0,0,143.0173583686529,34.72794406895129
25,2016-01-31,768805383,48.0,M,High School,Married,$60K - $80K,66.0,12700.0,1779.9670226246676,0.13075649018848803,0.0,0.0,407.0,104411.12385480267,1.0,3.0,1.0,33.74461481491845,30,0,711.9868090498671,568.9694506812142
26,2016-02-29,768805383,48.0,M,High School,Married,$60K - $80K,67.0,12700.0,631.6104557546328,0.04554519766258064,0.0,0.0,808.0,200263.57235768146,1.0,2.0,0.0,11.974071020196327,0,0,31.58052278773164,-680.4062862621355
27,2016-03-31,768805383,48.0,M,High School,Married,$60K - $80K,68.0,12233.310442579259,2035.8901811406956,0.1503280691966786,1.0,3.0,717.0,267308.8435892521,1.0,1.0,0.0,38.596406054065305,0,0,101.79450905703479,70.21398626930315
28,2016-04-30,768805383,48.0,M,High School,Married,$60K - $80K,69.0,12019.304739461477,308.94088966764036,0.02104339097836564,2.0,2.0,850.0,186798.6589825098,1.0,1.0,0.0,5.856901386319126,0,0,15.447044483382019,-86.34746457365277
29,2016-05-31,768805383,48.0,M,High School,Married,$60K - $80K,70.0,12700.0,4224.311604754102,0.3242808169213288,2.0,2.0,490.0,154970.74377498517,1.0,6.0,0.0,80.08449940292826,0,0,211.2155802377051,195.76853575432307
30,2016-06-30,768805383,48.0,M,High School,Married,$60K - $80K,71.0,12700.0,3458.576249990738,0.22374258127278818,0.0,2.0,674.0,178160.36451419012,1.0,1.0,0.0,65.56768854732441,0,0,172.9288124995369,-38.28676773816821
31,2016-07-31,768805383,48.0,M,High School,Married,$60K - $80K,72.0,12700.0,3129.0922648434644,0.21317229079922134,0.0,2.0,623.0,134112.01227925596,1.0,3.0,0.0,59.321331156902396,0,100,156.45461324217322,-16.474199257363665
32,2016-08-31,768805383,48.0,M,High School,Married,$60K - $80K,73.0,12700.0,1320.5100276734377,0.10162450404725092,4.0,4.0,744.0,206141.93932315038,1.0,1.0,0.0,25.03422910463303,0,0,66.02550138367188,-90.42911185850134
33,2016-09-30,768805383,48.0,M,High School,Married,$60K - $80K,74.0,12700.0,4094.4567349903987,0.26155670496537364,2.0,3.0,601.0,298311.1553209844,1.0,3.0,0.0,77.62271078194797,0,0,204.72283674951996,138.69733536584806
34,2016-10-31,768805383,48.0,M,High School,Married,$60K - $80K,75.0,12700.0,2539.0171993691,0.1727711945381693,0.0,3.0,513.0,93178.59405708963,1.0,6.0,0.0,48.134688065639395,0,0,126.950859968455,-77.77197678106495
35,2013-12-31,768805384,32.0,F,Doctorate,Divorced,$120K +,1.0,6205.0,846.4998513777523,0.11589621112715874,2.0,2.0,818.0,527126.9092546981,1.0,0.0,0.0,16.047944182419428,0,0,42.324992568887616,42.324992568887616
36,2014-01-31,768805384,33.0,F,Doctorate,Divorced,$120K +,2.0,6205.0,682.5114199099794,0.08922553994479439,1.0,3.0,850.0,160015.19398756046,1.0,2.0,0.0,12.939051498653388,0,0,34.12557099549897,-8.199421573388648
37,2014-02-28,768805384,33.0,F,Doctorate,Divorced,$120K +,3.0,6205.0,753.2767659749244,0.11339249028712677,1.0,4.0,850.0,522176.92543501564,1.0,0.0,0.0,14.280620929352615,0,0,37.66383829874622,3.5382673032472525
38,2014-03-31,768805384,33.0,F,Doctorate,Divorced,$120K +,4.0,6205.0,144.42848676232632,0.02219308909970327,1.0,2.0,850.0,217435.8410235905,1.0,0.0,0.0,2.7380752520401823,0,0,7.221424338116316,-30.442413960629906
39,2014-04-30,768805384,33.0,F,Doctorate,Divorced,$120K +,5.0,6205.0,357.9420803318005,0.05277607173422565,1.0,2.0,796.0,488373.7970288575,1.0,1.0,0.0,6.785865958930274,0,0,17.897104016590028,10.675679678473712
40,2014-05-31,768805384,33.0,F,Doctorate,Divorced,$120K +,6.0,6205.0,748.7948457725767,0.11775747010245875,0.0,1.0,850.0,533385.6648359558,1.0,0.0,0.0,14.195652686156507,0,0,37.439742288628835,19.542638272038808
41,2014-06-30,768805384,33.0,F,Doctorate,Divorced,$120K +,7.0,6205.0,464.71280423619527,0.0600300875186842,0.0,3.0,704.0,473379.96858475066,1.0,3.0,0.0,8.810025342709789,0,0,23.235640211809766,-14.204102076819069
42,2014-07-31,768805384,33.0,F,Doctorate,Divorced,$120K +,8.0,6205.0,260.42128701993073,0.0386316968085481,1.0,1.0,,268896.41392578813,1.0,3.0,0.0,4.937066759323846,0,0,13.021064350996538,-10.214575860813229
43,2014-08-31,768805384,33.0,F,Doctorate,Divorced,$120K +,9.0,6205.0,610.0435054956736,0.08776367087954327,1.0,1.0,850.0,393544.14412440977,1.0,0.0,0.0,11.56520477718698,0,0,30.50217527478368,17.481110923787142
44,2014-09-30,768805384,33.0,F,Doctorate,Divorced,$120K +,10.0,5951.0665491945065,2.541576583013405,0.0004139602138086724,0.0,2.0,850.0,528398.4408882526,1.0,2.0,0.0,0.048183208860768136,0,0,0.12707882915067026,-30.375096445633012
45,2014-10-31,768805384,33.0,F,Doctorate,Divorced,$120K +,11.0,6205.0,633.3589039351003,0.09967800433309541,0.0,2.0,558.0,207594.04953108192,1.0,4.0,0.0,12.007218100801632,0,0,31.667945196755017,31.540866367604348
46,2014-11-30,768805384,33.0,F,Doctorate,Divorced,$120K +,12.0,6205.0,56.039274897367655,0.008370161067778369,0.0,1.0,850.0,279793.3179833212,1.0,1.0,0.0,1.062392573504296,0,100,2.8019637448683827,-28.865981451886633
47,2014-12-31,768805384,33.0,F,Doctorate,Divorced,$120K +,13.0,6205.0,582.1183467593912,0.07601594984373344,2.0,2.0,850.0,273969.0422721618,1.0,0.0,0.0,11.035799617864539,0,0,29.10591733796956,26.303953593101177
48,2015-01-31,768805384,34.0,F,Doctorate,Divorced,$120K +,14.0,6205.0,1175.7483480062235,0.17400346538749017,2.0,2.0,806.0,232742.41192756488,1.0,0.0,0.0,22.289837181501984,0,0,58.78741740031118,29.681500062341616
49,2015-02-28,768805384,34.0,F,Doctorate,Divorced,$120K +,15.0,6205.0,1126.5529729190694,0.15913777318456349,3.0,3.0,850.0,415510.1002375199,1.0,2.0,0.0,21.357191260599716,0,0,56.327648645953474,-2.459768754357704
50,2015-03-31,768805384,34.0,F,Doctorate,Divorced,$120K +,16.0,6205.0,182.7986296534827,0.028027823956683396,2.0,2.0,723.0,155236.81537252053,0.9877674402935791,1.0,0.0,3.465496420970725,0,0,9.139931482674134,-47.18771716327934
51,2015-04-30,768805384,34.0,F,Doctorate,Divorced,$120K +,17.0,6205.0,1036.697003187417,0.15002487098150588,3.0,3.0,850.0,139684.001314536,0.94296364028114,2.0,0.0,19.653701786427053,0,0,51.83485015937086,42.69491867669672
52,2015-05-31,768805384,34.0,F,Doctorate,Divorced,$120K +,18.0,6205.0,863.7973899112782,0.13081660815229118,4.0,4.0,850.0,202548.84768474623,1.0,0.0,0.0,16.375870917938013,0,0,43.18986949556391,-8.644980663806948
53,2015-06-30,768805384,34.0,F,Doctorate,Divorced,$120K +,19.0,6205.0,880.1157186538536,0.124764863350906,3.0,3.0,850.0,320834.23803139495,1.0,1.0,0.0,16.685233794239757,0,0,44.00578593269268,0.8159164371287702
54,2015-07-31,768805384,34.0,F,Doctorate,Divorced,$120K +,20.0,6205.0,1072.3587918008345,0.1542358355242384,2.0,2.0,787.0,120661.28457343436,0.7803884160804935,0.0,0.0,20.32977797496022,0,0,53.61793959004173,9.612153657349047
55,2015-08-31,768805384,34.0,F,Doctorate,Divorced,$120K +,21.0,6205.0,1128.906722840969,0.15347752323392957,2.0,2.0,850.0,119529.29130461747,0.865888918393388,1.0,0.0,21.40181365161909,0,0,56.445336142048454,2.827396552006725
56,2015-09-30,768805384,34.0,F,Doctorate,Divorced,$120K +,22.0,6205.0,514.585196979825,0.06792718328809554,2.0,2.0,850.0,421511.39787835954,1.0,2.0,0.0,9.755506164343522,0,0,25.72925984899125,-30.716076293057203
57,2015-10-31,768805384,34.0,F,Doctorate,Divorced,$120K +,23.0,6205.0,840.6514156122373,0.12526493237558067,3.0,3.0,810.0,184100.94881288783,1.0,1.0,0.0,15.937069537176795,0,0,42.03257078061187,16.30331093162062
58,2015-11-30,768805384,34.0,F,Doctorate,Divorced,$120K +,24.0,5706.666221112184,738.5006564541126,0.12313447012965156,0.0,0.0,519.0,154510.9355184312,0.9609193089991674,6.0,0.0,14.000495445057066,0,100,36.92503282270563,-5.1075379579062385
59,2015-12-31,768805384,34.0,F,Doctorate,Divorced,$120K +,25.0,6205.0,545.0615401909145,0.07040986232832781,2.0,2.0,850.0,500485.44575731526,1.0,0.0,0.0,10.333276678939356,0,0,27.253077009545724,-9.671955813159908
60,2016-01-31,768805384,35.0,F,Doctorate,Divorced,$120K +,26.0,6205.0,377.06814260334727,0.06028223035104164,0.0,4.0,850.0,387679.50166730094,1.0,0.0,0.0,7.1484578474742575,0,0,18.853407130167366,-8.399669879378358
61,2016-02-29,768805384,35.0,F,Doctorate,Divorced,$120K +,27.0,6205.0,1194.7980880454286,0.17493678504223964,0.0,1.0,519.0,392754.11839349417,1.0,4.0,0.0,22.650982153165234,0,0,59.739904402271435,40.886497272104066
62,2016-03-31,768805384,35.0,F,Doctorate,Divorced,$120K +,28.0,6205.0,83.68561767123403,0.011421191217689107,0.0,0.0,850.0,329157.06446662534,1.0,0.0,0.0,1.5865119398112546,0,0,4.184280883561701,-55.55562351870974
63,2016-04-30,768805384,35.0,F,Doctorate,Divorced,$120K +,29.0,6205.0,26.691364460730338,0.004216979958123465,1.0,1.0,850.0,398906.69683644373,1.0,0.0,0.0,0.5060148874465257,0,0,1.334568223036517,-2.849712660525184
64,2016-05-31,768805384,35.0,F,Doctorate,Divorced,$120K +,30.0,6205.0,551.1193254517123,0.07181927907800525,1.0,1.0,,262105.00221784817,1.0,0.0,0.0,10.44812017191356,0,0,27.555966272585614,26.221398049549098
65,2016-06-30,768805384,35.0,F,Doctorate,Divorced,$120K +,31.0,6205.0,810.9192019841497,0.12000827326025036,0.0,0.0,850.0,396841.5064541879,1.0,2.0,0.0,15.37340623121551,0,0,40.54596009920749,12.989993826621877
66,2016-07-31,768805384,35.0,F,Doctorate,Divorced,$120K +,32.0,6205.0,730.2930312644353,0.11048009258733381,2.0,2.0,644.0,127217.21928242607,0.7764103787109115,3.0,0.0,13.844895286711164,0,0,36.51465156322177,-4.031308535985723
67,2016-08-31,768805384,35.0,F,Doctorate,Divorced,$120K +,33.0,6205.0,802.7074373979193,0.12701574969476115,0.0,0.0,850.0,421809.32694759447,1.0,0.0,0.0,15.217727598189754,0,0,40.13537186989597,3.620720306674201
68,2016-09-30,768805384,35.0,F,Doctorate,Divorced,$120K +,34.0,6205.0,351.24053071037696,0.05653524287089004,1.0,1.0,850.0,148396.6564984398,0.9265696512191717,1.0,0.0,6.658817981207326,0,0,17.56202653551885,-22.57334533437712
69,2016-10-31,768805384,35.0,F,Doctorate,Divorced,$120K +,35.0,6205.0,781.5389279258716,0.10273648714987976,2.0,2.0,850.0,219172.55142605538,1.0,1.0,0.0,14.816414995618672,0,0,39.07694639629358,21.51491986077473
70,2013-12-31,768805385,23.0,F,High School,Divorced,$40K - $60K,1.0,8756.0,2567.6792584688174,0.2574195545705319,2.0,2.0,623.0,2567.6792584688174,0.05308207036873291,2.0,0.0,48.67806338205184,0,0,128.38396292344086,128.38396292344086
71,2014-01-31,768805385,24.0,F,High School,Divorced,$40K - $60K,2.0,8756.0,1865.8434778911583,0.20763027349051938,0.0,3.0,642.0,1865.8434778911583,0.038041683238056484,2.0,0.0,35.37266065386058,0,0,93.29217389455792,-35.09178902888294
72,2014-02-28,768805385,24.0,F,High School,Divorced,$40K - $60K,3.0,8756.0,757.0791887326553,0.07186384492108297,3.0,3.0,770.0,757.0791887326553,0.015871915984318034,2.0,0.0,14.352707259993679,0,0,37.85395943663277,-55.43821445792515
73,2014-03-31,768805385,24.0,F,High School,Divorced,$40K - $60K,4.0,8756.0,3645.486438269954,0.35356570684008903,0.0,2.0,400.0,3645.486438269954,0.07197133117805606,7.0,0.0,69.11113189672179,0,0,182.27432191349772,144.42036247686494
74,2014-04-30,768805385,24.0,F,High School,Divorced,$40K - $60K,5.0,8756.0,3334.439277258849,0.31603026831906966,0.0,1.0,548.0,3334.439277258849,0.06381919410221501,6.0,0.0,63.214299818273254,0,0,166.72196386294246,-15.552358050555256
75,2014-05-31,768805385,24.0,F,High School,Divorced,$40K - $60K,6.0,8756.0,476.20553366931097,0.051724135856917146,4.0,4.0,764.0,476.20553366931097,0.009863657574291057,1.0,0.0,9.027904507302797,0,0,23.81027668346555,-142.9116871794769
76,2014-06-30,768805385,24.0,F,High School,Divorced,$40K - $60K,7.0,8756.0,5030.350379319348,0.6296075082489861,1.0,1.0,400.0,5030.350379319348,0.10472078892519732,6.0,0.0,95.36538249113619,0,0,251.51751896596738,227.70724228250182
77,2014-07-31,768805385,24.0,F,High School,Divorced,$40K - $60K,8.0,8756.0,1708.1875899847764,0.1931495550163382,1.0,3.0,685.0,1708.1875899847764,0.03267387883382524,3.0,0.0,32.38382033093139,0,0,85.40937949923882,-166.10813946672857
78,2014-08-31,768805385,24.0,F,High School,Divorced,$40K - $60K,9.0,8756.0,5039.1814995286,0.6648923572646309,2.0,2.0,400.0,5039.1814995286,0.10443841159820184,5.0,0.0,95.5328028680632,0,0,251.95907497643003,166.54969547719122
79,2014-09-30,768805385,24.0,F,High School,Divorced,$40K - $60K,10.0,8756.0,523.1754798675894,0.0573655017867239,1.0,3.0,594.0,523.1754798675894,0.009857663429484517,6.0,0.0,9.918360747329759,0,0,26.15877399337947,-225.80030098305056
80,2014-10-31,768805385,24.0,F,High School,Divorced,$40K - $60K,11.0,8756.0,5088.715901972134,0.6155067250109572,3.0,5.0,400.0,5088.715901972134,0.102322478154325,8.0,0.0,96.47187606958771,0,0,254.43579509860672,228.27702110522725
81,2014-11-30,768805385,24.0,F,High School,Divorced,$40K - $60K,12.0,8756.0,920.533417321909,0.08639462293689767,2.0,2.0,702.0,920.533417321909,0.019386774749091586,4.0,0.0,17.451472525588752,0,100,46.02667086609546,-208.40912423251126
82,2014-12-31,768805385,24.0,F,High School,Divorced,$40K - $60K,13.0,9077.294213498571,2019.278263720296,0.20759485099277641,2.0,2.0,626.0,2019.278263720296,0.037543733483891804,5.0,0.0,38.28147732360937,0,0,100.9639131860148,54.93724231991935
83,2015-01-31,768805385,25.0,F,High School,Divorced,$40K - $60K,14.0,9334.63622332095,5358.735916488941,0.6046805450059571,2.0,2.0,400.0,31171.99085484786,0.5862631608777663,7.0,0.0,101.59091550479734,0,0,267.9367958244471,166.97288263843228
84,2015-02-28,768805385,25.0,F,High School,Divorced,$40K - $60K,15.0,8756.0,189.6272497550493,0.017992599179627703,2.0,3.0,723.0,31992.52863527455,0.6412552904231374,3.0,0.0,3.5949534008562245,0,0,9.481362487752465,-258.4554333366946
85,2015-03-31,768805385,25.0,F,High School,Divorced,$40K - $60K,16.0,8756.0,81.50175555853146,0.008819061031993656,2.0,2.0,711.0,5370.537132517089,0.1002835948350054,2.0,0.0,1.5451102818786393,0,0,4.075087777926573,-5.406274709825892
86,2015-04-30,768805385,25.0,F,High School,Divorced,$40K - $60K,17.0,8756.0,221.26166691666253,0.0220660034699961,2.0,2.0,704.0,6408.057186634848,0.13513834646900302,2.0,0.0,4.194678681406089,0,0,11.063083345833128,6.987995567906555
87,2015-05-31,768805385,25.0,F,High School,Divorced,$40K - $60K,18.0,9042.103175076709,167.51907169122907,0.016613025962190674,3.0,3.0,828.0,32526.346003606064,0.668448155943152,3.0,0.0,3.1758265611223204,0,0,8.375953584561454,-2.687129761271674
88,2015-06-30,768805385,25.0,F,High School,Divorced,$40K - $60K,19.0,9591.132085702513,789.718472346643,0.06751246754788151,2.0,2.0,766.0,28470.550534533904,0.5495701846280105,3.0,0.0,14.971482798747658,0,0,39.485923617332155,31.1099700327707
89,2015-07-31,768805385,25.0,F,High School,Divorced,$40K - $60K,20.0,9395.732084929992,226.70112340460602,0.020361157027804687,1.0,3.0,612.0,10270.286373963074,0.20270998098731943,6.0,0.0,4.297799897504521,0,0,11.335056170230303,-28.150867447101852
90,2015-08-31,768805385,25.0,F,High School,Divorced,$40K - $60K,21.0,8756.0,1715.145807736071,0.18929041156180665,0.0,0.0,621.0,27711.186014316638,0.6005921792625313,3.0,0.0,32.515734223060434,0,0,85.75729038680356,74.42223421657326
91,2015-09-30,768805385,25.0,F,High School,Divorced,$40K - $60K,22.0,8756.0,3926.7591443919214,0.40820854431389825,1.0,2.0,475.0,39763.45643306438,0.7508498681083158,4.0,0.0,74.44349985938204,0,0,196.3379572195961,110.58066683279253
92,2015-10-31,768805385,25.0,F,High School,Divorced,$40K - $60K,23.0,8756.0,4380.915662410315,0.5702839954803361,2.0,2.0,400.0,11427.414911027347,0.22793021898111746,3.0,0.0,83.05339912797476,0,0,219.04578312051578,22.707825900919687
93,2015-11-30,768805385,25.0,F,High School,Divorced,$40K - $60K,24.0,8756.0,4865.57166321245,0.5774401030090138,1.0,1.0,400.0,15992.61824941562,0.30128234974340146,6.0,0.0,92.24150759118163,0,100,243.27858316062253,24.232800040106753
94,2015-12-31,768805385,25.0,F,High School,Divorced,$40K - $60K,25.0,8756.0,5084.924941300648,0.6535767122808904,0.0,1.0,400.0,15369.396365473622,0.2797737410310735,7.0,0.0,96.40000703717769,0,0,254.24624706503243,10.967663904409903
95,2016-01-31,768805385,26.0,F,High School,Divorced,$40K - $60K,26.0,8756.0,400.4288507449384,0.0408988501970838,1.0,3.0,720.0,22591.203013648355,0.4689518800549472,2.0,0.0,7.591330152422542,0,0,20.021442537246923,-234.22480452778552
96,2016-02-29,768805385,26.0,F,High School,Divorced,$40K - $60K,27.0,8756.0,308.60215148716526,0.029387640236791517,2.0,2.0,718.0,39684.90527909319,0.8516539154964283,2.0,0.0,5.850479587893679,0,0,15.430107574358264,-4.591334962888659
97,2016-03-31,768805385,26.0,F,High School,Divorced,$40K - $60K,28.0,8756.0,2172.836558749342,0.2293422060875574,1.0,3.0,605.0,35126.35316599848,0.7190758845662205,5.0,0.0,41.19263548077003,0,0,108.64182793746711,93.21172036310885
98,2016-04-30,768805385,26.0,F,High School,Divorced,$40K - $60K,29.0,8756.0,4980.02626768669,0.6249969107580493,1.0,1.0,400.0,12277.756800378436,0.24201379094029563,6.0,0.0,94.41133798280426,0,0,249.00131338433448,140.35948544686738
99,2016-05-31,768805385,26.0,F,High School,Divorced,$40K - $60K,30.0,8756.0,227.8576267733711,0.024046224594680827,4.0,4.0,775.0,16213.846996096683,0.29695660855386585,2.0,0.0,4.319724888369569,0,0,11.392881338668555,-237.60843204566592
100,2016-06-30,768805385,26.0,F,High School,Divorced,$40K - $60K,31.0,8756.0,2604.95411110814,0.28600376605355327,1.0,1.0,400.0,31187.907409629115,0.5756759625879729,6.0,0.0,49.38472003838811,0,0,130.247705555407,118.85482421673845
101,2016-07-31,768805385,26.0,F,High School,Divorced,$40K - $60K,32.0,8756.0,4045.653848565538,0.3782759377526422,3.0,3.0,400.0,40924.20139608495,0.8087187186433393,4.0,0.0,76.69750566110547,0,0,202.2826924282769,72.0349868728699
102,2016-08-31,768805385,26.0,F,High School,Divorced,$40K - $60K,33.0,8756.0,4747.011489538398,0.626945814734633,0.0,0.0,400.0,15429.564452246888,0.2833047401681766,8.0,0.0,89.99384381866894,0,0,237.3505744769199,35.067882048642986
103,2016-09-30,768805385,26.0,F,High School,Divorced,$40K - $60K,34.0,8756.0,1039.209628200517,0.10305273289244839,1.0,1.0,726.0,32069.199702325634,0.6163160387513297,2.0,0.0,19.7013361314254,0,0,51.96048141002586,-185.39009306689402
104,2016-10-31,768805385,26.0,F,High School,Divorced,$40K - $60K,35.0,8756.0,4916.668293223102,0.6088990278601968,2.0,7.0,400.0,41055.15995720991,0.7526960993798841,7.0,0.0,93.21019750292358,0,0,245.83341466115513,193.87293325112927
105,2013-12-31,768805386,18.0,F,Graduate,Divorced,$80K - $120K,1.0,14796.0,91.91207525977313,0.006057965846397477,1.0,2.0,850.0,6082.623341394406,0.061707439019881,2.0,0.0,1.742469122774779,0,0,4.595603762988657,4.595603762988657
106,2014-01-31,768805386,19.0,F,Graduate,Divorced,$80K - $120K,2.0,14796.0,2520.408832073429,0.14086705640845154,2.0,4.0,814.0,29636.250694076803,0.31895561230020525,2.0,0.0,47.78191063844807,0,0,126.02044160367146,121.4248378406828
107,2014-02-28,768805386,19.0,F,Graduate,Divorced,$80K - $120K,3.0,14796.0,2560.7240203362508,0.14786452304771627,4.0,4.0,735.0,23477.40415205853,0.24110437549219843,3.0,0.0,48.54620597753464,0,0,128.03620101681256,2.0157594131410974
108,2014-03-31,768805386,19.0,F,Graduate,Divorced,$80K - $120K,4.0,14796.0,3291.66481652285,0.18793567026153854,3.0,3.0,737.0,32239.056409372206,0.30313739872255324,2.0,0.0,62.40338159164018,0,0,164.58324082614251,36.54703980932996
