Customer ID,Customer Age,Gender,Education,Marital Status,Income Category,Income Numeric,Snapshot Month,Month on Book,Credit_Limit,Utilization,FICO,external_bank_credit_card_max_util_greater_than_50,external_bank_credit_card_max_util_greater_than_90,Credit_Inquiries,Delinquency,Revolving_Bal,Total_Debt,Debt_to_Income_Ratio,Interchange Fee,Late_Fee_Revenue,Monthly_Interest_Revenue,Annual_Fee,Total Revenue,Delinquency_Weight,ECL Ratio,ECL,ECL MoM Charge,Profit,Cumulative Profit,MoM Cumulative Profit Change,
100872,22,M,High School,Single,$40k - $60k,46000,12/31/2023,12,6100,0.208363742,690,1,0,1,0,1071.183997,26834.98772,0.704438772,25.42037647,0,21.96819847,100,147.3885749,0.05,0.052371349,66.56497002,-5.576856114,152.9654311,613.6329094,152.9654311,
100872,22,M,High School,Single,$40k - $60k,46000,1/31/2024,13,6100,0.219742135,690,2,1,3,0,1129.679555,27641.80168,1.029650854,26.80854051,0,23.16784487,0,49.97638538,0.05,0.052787588,70.75790947,4.192939456,45.78344592,659.4163553,45.78344592,
100872,22,M,High School,Single,$40k - $60k,46000,2/29/2024,14,6100,0.317660627,685,2,1,3,0,1633.071942,29958.7928,1.415407509,38.75459649,0,33.49158375,0,72.24618024,0.05,0.053956693,104.5534923,33.79558287,38.45059737,697.8669527,38.45059737,
100872,22,M,High School,Single,$40k - $60k,46000,3/31/2024,15,6100,0.41905454,680,2,1,3,0,2154.331239,33839.5618,1.831283624,51.12465392,0,44.18174316,0,95.30639708,0.05,0.05518372,141.0624292,36.50893688,58.7974602,756.6644129,58.7974602,
100872,22,M,High School,Single,$40k - $60k,46000,4/30/2024,16,6100,0.617451159,670,3,2,3,1,3174.274925,40780.16187,2.64019622,75.32904135,30,0,0,105.3290413,0.15,0.157579805,593.5167841,452.4543549,-347.1253136,409.5390993,-347.1253136,
100872,22,M,High School,Single,$40k - $60k,46000,5/31/2024,17,6100,0.9,660,3,2,3,2,4626.839536,52078.45577,3.759919529,27.87952955,30,0,0,57.87952955,0.4,0.41095992,2256.169958,1662.653174,-1604.773645,-1195.234545,-1604.773645,
100872,22,M,High School,Single,$40k - $60k,46000,6/30/2024,18,6100,0.906206324,640,3,3,4,3,4658.745833,63472.46856,3.794447417,0.037359757,30,0,0,30.03735976,0.65,0.661044098,3654.158288,1397.98833,-1367.950971,-2563.185516,-1367.950971,
100872,22,M,High School,Single,$40k - $60k,46000,7/31/2024,19,6100,0.91511936,620,3,3,4,4,4658.745833,74866.48135,3.794717116,0,0,0,0,0,0.72,0.731115672,4081.254445,427.0961564,-427.0961564,-2990.281672,-427.0961564,
100872,22,M,High School,Single,$40k - $60k,46000,8/31/2024,20,6100,0.925342431,600,3,3,4,5,4658.745833,86260.49415,3.788823905,0,0,0,0,0,0.8,0.811191563,4578.842835,497.5883905,-497.5883905,-3487.870063,-497.5883905,
100872,22,M,High School,Single,$40k - $60k,46000,9/30/2024,21,6100,0.93776616,580,3,3,4,6,4658.745833,97654.50694,3.776996367,0,0,0,0,0,0.84,0.851279126,4869.634618,290.7917823,-290.7917823,-3778.661845,-290.7917823,
100872,22,M,High School,Single,$40k - $60k,46000,10/31/2024,22,6100,0.94895613,550,3,3,4,7,4658.745833,109048.5197,3.789622097,0,0,0,0,0,0.86,0.871381271,5044.105852,174.471234,-174.471234,-3953.133079,-174.471234,
100873,21,M,High School,Single,$40k - $60k,46000,1/31/2023,1,5900,0.1989911,690,1,0,1,0,1000.391782,32551.22421,0.660496653,23.48094986,0,20.51636814,0,43.99731799,0.05,0.052252425,61.3468291,61.3468291,-17.34951111,-17.34951111,-17.34951111,
100873,21,M,High School,Single,$40k - $60k,46000,2/28/2023,2,5900,0.17429297,692,1,0,1,0,876.2263987,31896.18764,0.611519469,20.56657051,0,17.96994306,0,38.53651357,0.05,0.052005863,53.47911266,-7.867716442,46.40423001,29.05471891,46.40423001,
100873,21,M,High School,Single,$40k - $60k,46000,3/31/2023,3,5900,0.215158661,690,1,0,1,1,1081.671272,31652.04081,0.713464801,25.38872204,30,0,0,55.38872204,0.15,0.152434734,193.5061547,140.027042,-84.63831998,-55.58360107,-84.63831998,
100873,21,M,High School,Single,$40k - $60k,46000,4/30/2023,4,5900,0.215019343,690,1,0,1,0,1080.970872,31406.49318,0.699288885,25.37228242,0,22.16891096,0,47.54119337,0.05,0.052419444,66.50004639,-127.0061083,174.5473017,118.9637006,174.5473017,
100873,21,M,High School,Single,$40k - $60k,46000,5/31/2023,5,5900,0.202913299,691,1,0,1,0,1020.109925,31039.22366,0.671074673,23.94376924,0,20.92075438,0,44.86452362,0.05,0.052294381,62.60622965,-3.89381674,48.75834036,167.722041,48.75834036,
100873,21,M,High School,Single,$40k - $60k,46000,6/30/2023,6,5900,0.201906141,690,1,0,1,0,1015.046622,30661.82754,0.684575901,23.82492464,0,20.81691446,0,44.6418391,0.05,0.052299825,62.30196949,-0.304260157,44.94609926,212.6681402,44.94609926,
100873,21,M,High School,Single,$40k - $60k,46000,7/31/2023,7,5900,0.206271833,689,1,0,1,0,1036.994351,30328.32687,0.680650075,24.34007635,0,21.26702582,0,45.60710217,0.05,0.052330825,63.68681348,1.384843989,44.22225818,256.8903984,44.22225818,
100873,21,M,High School,Single,$40k - $60k,46000,8/31/2023,8,5900,0.203399153,689,1,0,1,0,1022.55247,29965.94244,0.67982687,24.00110007,0,20.97084691,0,44.97194698,0.05,0.05230702,62.77130118,-0.915512303,45.88745928,302.7778577,45.88745928,
100873,21,M,High School,Single,$40k - $60k,46000,9/30/2023,9,5900,0.200933568,690,1,0,1,0,1010.157185,29578.76744,0.673370189,23.71016098,0,20.71664026,0,44.42680124,0.05,0.052280839,61.97935512,-0.791946059,45.2187473,347.996605,45.2187473,
100873,21,M,High School,Single,$40k - $60k,46000,10/31/2023,10,5900,0.203908451,690,1,0,1,0,1025.112872,29221.50381,0.665934687,24.06119718,0,21.02335648,0,45.08455366,0.05,0.052297202,62.91666482,0.937309706,44.14724395,392.1438489,44.14724395,
100873,22,M,High School,Single,$40k - $60k,46000,11/30/2023,11,5900,0.204698104,689,1,0,1,0,1029.082712,28872.17987,0.668931455,24.15437631,0,21.10477129,0,45.2591476,0.05,0.052306516,63.17156389,0.25489907,45.00424853,437.1480975,45.00424853,
100873,22,M,High School,Single,$40k - $60k,46000,12/31/2023,12,5900,0.185153971,690,1,0,1,0,930.8281139,28326.34672,0.641141913,21.84816854,0,19.08973324,100,140.9379018,0.05,0.052122374,56.93892024,-6.232643658,147.1705454,584.3186429,147.1705454,
100873,22,M,High School,Single,$40k - $60k,46000,1/31/2024,13,5900,0.218312519,690,2,1,3,0,1097.526719,29211.43751,0.98960777,25.76087721,0,22.5084438,0,48.26932101,0.05,0.052736108,67.92642002,10.98749979,37.28182122,621.6004641,37.28182122,
100873,22,M,High School,Single,$40k - $60k,46000,2/29/2024,14,5900,0.318497205,685,2,1,3,0,1601.187116,31607.50949,1.393332488,37.58267016,0,32.83767911,0,70.42034926,0.05,0.05394131,101.3629233,33.43650329,36.98384597,658.5843101,36.98384597,
100873,22,M,High School,Single,$40k - $60k,46000,3/31/2024,15,5900,0.415417075,680,2,1,3,0,2088.434244,35465.32285,1.770859871,49.0192149,0,42.83030562,0,91.84952052,0.05,0.055094196,135.0337128,33.67078952,58.178731,716.7630411,58.178731,
100873,22,M,High School,Single,$40k - $60k,46000,4/30/2024,16,5900,0.614131127,670,3,2,3,1,3087.433216,42320.13313,2.56631187,72.46747304,30,0,0,102.467473,0.15,0.157479361,570.606567,435.5728542,-333.1053811,383.65766,-333.1053811,
100873,22,M,High School,Single,$40k - $60k,46000,5/31/2024,17,5900,0.9,660,3,2,3,2,4524.587291,53486.40563,3.688439795,27.57751268,30,0,0,57.57751268,0.4,0.41088844,2181.817615,1611.211048,-1553.633536,-1169.975876,-1553.633536,
100873,22,M,High School,Single,$40k - $60k,46000,6/30/2024,18,5900,0.90654738,640,3,3,4,3,4557.50306,64751.42544,3.708532919,0.057143465,30,0,0,30.05714347,0.65,0.660960912,3535.23506,1353.417444,-1323.360301,-2493.336177,-1323.360301,
100873,22,M,High School,Single,$40k - $60k,46000,7/31/2024,19,5900,0.917943849,620,3,3,4,4,4557.50306,76016.44525,3.711285592,0,0,0,0,0,0.72,0.731054836,3959.297013,424.0619536,-424.0619536,-2917.39813,-424.0619536,
100873,22,M,High School,Single,$40k - $60k,46000,8/31/2024,20,5900,0.926046131,600,3,3,4,5,4557.50306,87281.46506,3.711167502,0,0,0,0,0,0.8,0.811119537,4431.69124,472.3942264,-472.3942264,-3389.792357,-472.3942264,
100873,22,M,High School,Single,$40k - $60k,46000,9/30/2024,21,5900,0.936173412,580,3,3,4,6,4557.50306,98546.48487,3.72044057,0,0,0,0,0,0.84,0.851209828,4701.592053,269.9008128,-269.9008128,-3659.693169,-269.9008128,
100873,22,M,High School,Single,$40k - $60k,46000,10/31/2024,22,5900,0.948268657,550,3,3,4,7,4557.50306,109811.5047,3.698659217,0,0,0,0,0,0.86,0.871284808,4874.651242,173.0591898,-173.0591898,-3832.752359,-173.0591898,
100874,21,M,High School,Single,$40k - $60k,46000,1/31/2023,1,5400,0.212782993,690,1,0,1,0,982.2764575,31391.17919,0.664775496,22.98056329,0,20.14485302,0,43.1254163,0.05,0.052367039,60.1712032,60.1712032,-17.0457869,-17.0457869,-17.0457869,
100874,21,M,High School,Single,$40k - $60k,46000,2/28/2023,2,5400,0.211341035,692,1,0,1,0,975.6199019,30755.85332,0.649635781,22.82483178,0,20.00833816,0,42.83316993,0.05,0.052340364,59.73300024,-0.438202963,43.2713729,26.22558599,43.2713729,
100874,21,M,High School,Single,$40k - $60k,46000,3/31/2023,3,5400,0.214488826,690,1,0,1,0,990.1511435,30149.58994,0.670758291,23.16479321,0,20.3063497,0,43.47114292,0.05,0.052386669,60.67631761,0.943317371,42.52782554,68.75341154,42.52782554,
100874,21,M,High School,Single,$40k - $60k,46000,4/30/2023,4,5400,0.205446077,690,1,0,1,0,948.4068328,29459.83794,0.627632608,22.18817633,0,19.45024346,0,41.63841979,0.05,0.052271201,57.99013149,-2.686186126,44.32460592,113.0780175,44.32460592,
100874,21,M,High School,Single,$40k - $60k,46000,5/31/2023,5,5400,0.229831753,691,1,0,1,1,1060.979155,28995.23058,0.686409916,24.82182936,30,0,0,54.82182936,0.15,0.152525064,189.2975555,131.307424,-76.48559465,36.5924228,-76.48559465,
100874,21,M,High School,Single,$40k - $60k,46000,6/30/2023,6,5400,0.194958699,690,1,0,1,0,899.9936384,28208.65219,0.600773492,21.05553952,0,18.45736953,0,39.51290905,0.05,0.052160443,54.91331353,-134.384242,173.897151,210.4895738,173.897151,
100874,21,M,High School,Single,$40k - $60k,46000,7/31/2023,7,5400,0.17833561,689,1,0,1,0,823.255976,27268.59847,0.562884949,19.26024584,0,16.88360797,0,36.14385382,0.05,0.05198957,50.06659481,-4.846718721,40.99057254,251.4801464,40.99057254,
100874,21,M,High School,Single,$40k - $60k,46000,8/31/2023,8,5400,0.17949111,689,1,0,1,0,828.5901464,26339.21309,0.585642102,19.38503988,0,16.99300292,0,36.3780428,0.05,0.052021571,50.4220114,0.355416593,36.0226262,287.5027726,36.0226262,
100874,21,M,High School,Single,$40k - $60k,46000,9/30/2023,9,5400,0.178730977,690,1,0,1,0,825.0811216,25402.80967,0.572968913,19.30294551,0,16.92103867,0,36.22398418,0.05,0.052002817,50.19037688,-0.231634523,36.4556187,323.9583913,36.4556187,
100874,21,M,High School,Single,$40k - $60k,46000,10/31/2023,10,5400,0.185817631,690,1,0,1,0,857.7954554,24531.83491,0.588020772,20.06830419,0,17.59195513,0,37.66025932,0.05,0.052074562,52.25240737,2.062030491,35.59822883,359.5566201,35.59822883,
100874,22,M,High School,Single,$40k - $60k,46000,11/30/2023,11,5400,0.191616747,689,1,0,1,0,884.5660842,23714.40141,0.602726199,20.69460866,0,18.14097611,0,38.83558477,0.05,0.05213566,53.94635422,1.69394685,37.14163792,396.698258,37.14163792,
100874,22,M,High School,Single,$40k - $60k,46000,12/31/2023,12,5400,0.222665927,690,1,0,1,0,1027.899338,23183.63441,0.685735645,24.04792012,0,21.08050225,100,145.1284224,0.05,0.052467063,63.08618708,9.139832861,135.9885895,532.6868475,135.9885895,
100874,22,M,High School,Single,$40k - $60k,46000,1/31/2024,13,5400,0.219122493,690,2,1,3,0,1011.541676,23631.69377,0.935592061,23.6652292,0,20.74503388,0,44.41026308,0.05,0.052688572,62.34435664,-0.741830436,45.15209352,577.838941,45.15209352,
100874,22,M,High School,Single,$40k - $60k,46000,2/29/2024,14,5400,0.310354834,685,2,1,3,0,1432.700247,25343.22885,1.26137685,33.51832211,0,29.38229424,0,62.90061634,0.05,0.053744216,90.07079637,27.72643973,35.17417661,613.0131177,35.17417661,
100874,22,M,High School,Single,$40k - $60k,46000,3/31/2024,15,5400,0.411815867,680,2,1,3,0,1901.077828,28459.89666,1.629688505,44.47611363,0,38.98793779,0,83.46405141,0.05,0.054924215,122.1407823,32.06998597,51.39406544,664.4071831,51.39406544,
100874,22,M,High School,Single,$40k - $60k,46000,4/30/2024,16,5400,0.614222827,670,3,2,3,1,2835.455094,34379.69627,2.364925568,66.33606532,30,0,0,96.33606532,0.15,0.157278708,521.6625329,399.5217506,-303.1856853,361.2214978,-303.1856853,
100874,22,M,High School,Single,$40k - $60k,46000,5/31/2024,17,5400,0.9,660,3,2,3,2,4154.696753,44257.22086,3.382553389,25.26665616,30,0,0,55.26665616,0.4,0.410582553,1995.431209,1473.768677,-1418.50202,-1057.280523,-1418.50202,
100874,22,M,High School,Single,$40k - $60k,46000,6/30/2024,18,5400,0.905253175,640,3,3,4,3,4178.947142,54207.49662,3.423909039,0,30,0,0,30,0.65,0.660665934,3229.577648,1234.146439,-1204.146439,-2261.426962,-1204.146439,
100874,22,M,High School,Single,$40k - $60k,46000,7/31/2024,19,5400,0.915057297,620,3,3,4,4,4178.947142,64157.77237,3.41643499,0,0,0,0,0,0.72,0.730736893,3610.797081,381.2194328,-381.2194328,-2642.646394,-381.2194328,
100874,22,M,High School,Single,$40k - $60k,46000,8/31/2024,20,5400,0.927207182,600,3,3,4,5,4178.947142,74108.04813,3.422711476,0,0,0,0,0,0.8,0.810840369,4059.811871,449.0147896,-449.0147896,-3091.661184,-449.0147896,
100874,22,M,High School,Single,$40k - $60k,46000,9/30/2024,21,5400,0.93706325,580,3,3,4,6,4178.947142,84058.32389,3.408372414,0,0,0,0,0,0.84,0.850904878,4305.699131,245.8872603,-245.8872603,-3337.548444,-245.8872603,
100874,22,M,High School,Single,$40k - $60k,46000,10/31/2024,22,5400,0.946868597,550,3,3,4,7,4178.947142,94008.59964,3.407247467,0,0,0,0,0,0.86,0.870982196,4453.410725,147.7115936,-147.7115936,-3485.260038,-147.7115936,
100875,21,M,High School,Single,$40k - $60k,46000,1/31/2023,1,5500,0.219130546,690,1,0,1,0,1032.29965,32979.3756,0.683051643,24.1043601,0,21.17074532,0,45.27510542,0.05,0.052436096,63.19692703,63.19692703,-17.92182161,-17.92182161,-17.92182161,
100875,21,M,High School,Single,$40k - $60k,46000,2/28/2023,2,5500,0.182381911,692,1,0,1,0,859.1809137,32270.84012,0.600583572,20.06201023,0,17.62036857,0,37.6823788,0.05,0.052059639,52.22105037,-10.97587666,48.65825547,30.73643386,48.65825547,
100875,21,M,High School,Single,$40k - $60k,46000,3/31/2023,3,5500,0.176804011,690,1,0,1,0,832.904047,31509.75092,0.5686379,19.44844124,0,17.08147383,0,36.52991507,0.05,0.05198307,50.5494841,-1.671566272,38.20148134,68.93791519,38.20148134,
100875,21,M,High School,Single,$40k - $60k,46000,4/30/2023,4,5500,0.206094142,690,1,0,1,0,970.8865991,31024.62681,0.646652302,22.67035565,0,19.911266,0,42.58162165,0.05,0.052295405,59.27777201,8.728287912,33.85333374,102.7912489,33.85333374,
100875,21,M,High School,Single,$40k - $60k,46000,5/31/2023,5,5500,0.213200554,691,1,0,1,0,1004.364117,30606.45774,0.680028948,23.45206099,0,20.5978341,0,44.04989509,0.05,0.052385633,61.42755345,2.149781438,41.90011365,144.6913626,41.90011365,
100875,21,M,High School,Single,$40k - $60k,46000,6/30/2023,6,5500,0.188569519,690,1,0,1,0,888.3300477,29956.22054,0.618803651,20.74264712,0,18.21816873,0,38.96081584,0.05,0.05212736,54.06297148,-7.364581969,46.32539781,191.0167604,46.32539781,
100875,21,M,High School,Single,$40k - $60k,46000,7/31/2023,7,5500,0.210406835,689,1,0,1,0,991.2032161,29511.72967,0.65457089,23.14475187,0,20.32792596,0,43.47267783,0.05,0.052337826,60.56729932,6.504327836,36.96834999,227.9851104,36.96834999,
100875,21,M,High School,Single,$40k - $60k,46000,8/31/2023,8,5500,0.174356151,689,1,0,1,0,821.3724502,28727.57727,0.571854271,19.17917662,0,16.84498,0,36.02415662,0.05,0.051966703,49.83392923,-10.73337008,46.75752671,274.7426371,46.75752671,
100875,21,M,High School,Single,$40k - $60k,46000,9/30/2023,9,5500,0.18371463,690,1,0,1,0,865.4592051,28031.59837,0.584122969,20.20860933,0,17.74912586,0,37.95773519,0.05,0.05205384,52.59678584,2.762856603,35.19487859,309.9375157,35.19487859,
100875,21,M,High School,Single,$40k - $60k,46000,10/31/2023,10,5500,0.210195315,690,1,0,1,0,990.2067675,27585.11461,0.64789275,23.12148464,0,20.30749046,0,43.42897509,0.05,0.052329455,60.49673481,7.89994897,35.52902612,345.4665418,35.52902612,
100875,22,M,High School,Single,$40k - $60k,46000,11/30/2023,11,5500,0.227148999,689,1,0,1,1,1070.073691,27298.36469,0.711359612,24.98638994,30,0,0,54.98638994,0.15,0.152528552,190.5568934,130.0601585,-75.07376861,270.3927732,-75.07376861,
100875,22,M,High School,Single,$40k - $60k,46000,12/31/2023,12,5500,0.180644788,690,1,0,1,0,850.9975217,26573.46243,0.577755172,19.87092673,0,17.45254084,100,137.3234676,0.05,0.052022913,51.6871751,-138.8697182,276.1931858,546.585959,276.1931858,
100875,22,M,High School,Single,$40k - $60k,46000,1/31/2024,13,5500,0.213319737,690,2,1,3,0,1004.925573,27161.34185,0.930532677,23.46517108,0,20.60934863,0,44.07451971,0.05,0.052637091,61.75691677,10.06974167,34.00477804,580.5907371,34.00477804,
100875,22,M,High School,Single,$40k - $60k,46000,2/29/2024,14,5500,0.312344133,685,2,1,3,0,1471.418498,29148.70004,1.282915274,34.35785465,0,30.17634102,0,64.53419567,0.05,0.053781668,92.39113718,30.63422041,33.89997526,614.4907123,33.89997526,
100875,22,M,High School,Single,$40k - $60k,46000,3/31/2024,15,5500,0.415115395,680,2,1,3,0,1955.562488,32588.4902,1.685333615,45.66269341,0,40.10532737,0,85.76802078,0.05,0.055006257,125.5866919,33.19555475,52.57246603,667.0631783,52.57246603,
100875,22,M,High School,Single,$40k - $60k,46000,4/30/2024,16,5500,0.610620801,670,3,2,3,1,2876.566729,38791.29309,2.40297292,67.16828809,30,0,0,97.16828809,0.15,0.157287939,528.2380811,402.6513892,-305.4831011,361.5800773,-305.4831011,
100875,22,M,High School,Single,$40k - $60k,46000,5/31/2024,17,5500,0.9,660,3,2,3,2,4239.799975,49083.79571,3.472403295,26.12880664,30,0,0,56.12880664,0.4,0.410672403,2032.828396,1504.590315,-1448.461509,-1086.881431,-1448.461509,
100875,22,M,High School,Single,$40k - $60k,46000,6/30/2024,18,5500,0.905687854,640,3,3,4,3,4266.594823,59456.68288,3.470149764,0,30,0,0,30,0.65,0.660715653,3291.211779,1258.383382,-1228.383382,-2315.264814,-1228.383382,
100875,22,M,High School,Single,$40k - $60k,46000,7/31/2024,19,5500,0.91890784,620,3,3,4,4,4266.594823,69829.57004,3.470863273,0,0,0,0,0,0.72,0.730822126,3693.569998,402.3582197,-402.3582197,-2717.623033,-402.3582197,
100875,22,M,High School,Single,$40k - $60k,46000,8/31/2024,20,5500,0.926389974,600,3,3,4,5,4266.594823,80202.45721,3.492182976,0,0,0,0,0,0.8,0.810903303,4131.669791,438.0997922,-438.0997922,-3155.722826,-438.0997922,
100875,22,M,High School,Single,$40k - $60k,46000,9/30/2024,21,5500,0.937287604,580,3,3,4,6,4266.594823,90575.34438,3.48872378,0,0,0,0,0,0.84,0.850987025,4386.90774,255.2379498,-255.2379498,-3410.960775,-255.2379498,
100875,22,M,High School,Single,$40k - $60k,46000,10/31/2024,22,5500,0.947105973,550,3,3,4,7,4266.594823,100948.2315,3.476171434,0,0,0,0,0,0.86,0.871053019,4537.387344,150.4796035,-150.4796035,-3561.440379,-150.4796035,
100876,21,M,High School,Single,$40k - $60k,46000,1/31/2023,1,6000,0.1770045,690,1,0,1,0,909.5348916,32681.82235,0.617839083,21.24053999,0,18.65304473,0,39.89358473,0.05,0.052033875,55.26138023,55.26138023,-15.36779551,-15.36779551,-15.36779551,
100876,21,M,High School,Single,$40k - $60k,46000,2/28/2023,2,6000,0.173913541,692,1,0,1,0,893.6520459,31977.63121,0.609321369,20.8696249,0,18.32731404,0,39.19693894,0.05,0.05200063,54.26168182,-0.999698417,40.19663736,24.82884185,40.19663736,
100876,21,M,High School,Single,$40k - $60k,46000,3/31/2023,3,6000,0.205615277,690,1,0,1,0,1056.55093,31599.23784,0.683419848,24.67383328,0,21.66809865,0,46.34193192,0.05,0.052328342,64.55703939,10.29535757,36.04657435,60.8754162,36.04657435,
100876,21,M,High School,Single,$40k - $60k,46000,4/30/2023,4,6000,0.20329446,690,1,0,1,0,1044.625445,31196.9935,0.687585094,24.39533519,0,21.42352684,0,45.81886202,0.05,0.052313941,63.810806,-0.746233381,46.5650954,107.4405116,46.5650954,
100876,21,M,High School,Single,$40k - $60k,46000,5/31/2023,5,6000,0.213139672,691,1,0,1,0,1095.214916,30895.9281,0.710900916,25.57676065,0,22.46103257,0,48.03779321,0.05,0.052416018,67.03159769,3.220791687,44.81700152,152.2575131,44.81700152,
100876,21,M,High School,Single,$40k - $60k,46000,6/30/2023,6,6000,0.213330254,690,1,0,1,0,1096.19422,30596.82131,0.703385978,25.59963052,0,22.48111646,0,48.08074698,0.05,0.052410028,67.08386763,0.052269938,48.02847704,200.2859902,48.02847704,
100876,21,M,High School,Single,$40k - $60k,46000,7/31/2023,7,6000,0.191964725,689,1,0,1,0,986.4077781,30078.14164,0.658343644,23.03576702,0,20.22957952,0,43.26534654,0.05,0.052194061,60.11651197,-6.967355661,50.2327022,250.5186924,50.2327022,
100876,21,M,High School,Single,$40k - $60k,46000,8/31/2023,8,6000,0.2216997,689,1,0,1,1,1139.200489,29865.04739,0.749645442,26.60396405,30,0,0,56.60396405,0.15,0.152523243,202.8861437,142.7696317,-86.16566769,164.3530247,-86.16566769,
100876,21,M,High School,Single,$40k - $60k,46000,9/30/2023,9,6000,0.195227623,690,1,0,1,0,1003.174128,29379.90041,0.672645301,23.42731477,0,20.57342942,0,44.00074418,0.05,0.052234466,61.18566416,-141.7004795,185.7012237,350.0542484,185.7012237,
100876,21,M,High School,Single,$40k - $60k,46000,10/31/2023,10,6000,0.20456376,690,1,0,1,0,1051.147722,28990.70063,0.688920464,24.54765116,0,21.55728787,0,46.10493903,0.05,0.052325431,64.22332079,3.037656622,43.06728241,393.1215308,43.06728241,
100876,22,M,High School,Single,$40k - $60k,46000,11/30/2023,11,6000,0.201686109,689,1,0,1,0,1036.36096,28571.92732,0.687229347,24.2023331,0,21.25403601,0,45.45636911,0.05,0.052300718,63.28997018,-0.93335061,46.38971972,439.5112505,46.38971972,
100876,22,M,High School,Single,$40k - $60k,46000,12/31/2023,12,6000,0.204043571,690,1,0,1,0,1048.47474,28177.38157,0.681092518,24.4852285,0,21.50246946,100,145.987698,0.05,0.052313441,64.04532793,0.755357756,145.2323402,584.7435907,145.2323402,
100876,22,M,High School,Single,$40k - $60k,46000,1/31/2024,13,6000,0.219623781,690,2,1,3,0,1128.533411,29071.48657,1.027578579,26.35485376,0,23.14433938,0,49.49919314,0.05,0.052784569,69.55647962,5.51115169,43.98804145,628.7316322,43.98804145,
100876,22,M,High School,Single,$40k - $60k,46000,2/29/2024,14,6000,0.313493232,685,2,1,3,0,1610.880134,31412.63174,1.394921361,37.61918781,0,33.03646674,0,70.65565455,0.05,0.053902867,101.3891043,31.83262463,38.82302992,667.5546621,38.82302992,
